"","x"
"1","Tyler Wright"
"2","Sally Fitzgibbons"
"3","Courtney Conlogue"
"4","Carissa Moore"
"5","Malia Manuel"
"6","Tatiana Weston-Webb"
"7","Johanne Defay"
"8","Stephanie Gilmore"
"9","Keely Andrew"
"10","Sage Erickson"
"11","Laura Enever"
"12","Bronte Macaulay"
"13","Alessa Quizon"
"14","Bianca Buitendag"
"15","Silvana Lima"
"16","Coco Ho"
"17","Chelsea Tuach"
"18","Nikki Van Dijk"
