"","x"
"1","Tyler Wright"
"2","Courtney Conlogue"
"3","Carissa Moore"
"4","Johanne Defay"
"5","Stephanie Gilmore"
"6","Malia Manuel"
"7","Sage Erickson"
"8","Tatiana Weston-Webb"
"9","Nikki Van Dijk"
"10","Bronte Macaulay"
"11","Keely Andrew"
"12","Bianca Buitendag"
"13","Alessa Quizon"
"14","Coco Ho"
"15","Isabella Nichols"
"16","Sally Fitzgibbons"
"17","Laura Enever"
"18","Chelsea Tuach"
