"","x"
"1","Sally Fitzgibbons"
"2","Coco Ho"
"3","Alessa Quizon"
"4","Carissa Moore"
"5","Courtney Conlogue"
"6","Stephanie Gilmore"
"7","Pauline Ado"
"8","Laura Enever"
"9","Lakey Peterson"
"10","Tyler Wright"
"11","Rebecca Woods"
"12","Malia Manuel"
"13","Paige Hareb"
"14","Sage Erickson"
"15","Melanie Bartels"
"16","Jacqueline Silva"
"17","Justine Dupont"
"18","Sarah Mason"
