"","x"
"1","Stephanie Gilmore"
"2","Lakey Peterson"
"3","Johanne Defay"
"4","Sally Fitzgibbons"
"5","Nikki Van Dijk"
"6","Tyler Wright"
"7","Keely Andrew"
"8","Carissa Moore"
"9","Coco Ho"
"10","Tatiana Weston-Webb"
"11","Bronte Macaulay"
"12","Courtney Conlogue"
"13","Laura Enever"
"14","Sage Erickson"
"15","Alyssa Lock"
"16","Pauline Ado"
"17","Malia Manuel"
"18","Silvana Lima"
