"","x"
"1","Carissa Moore"
"2","Tyler Wright"
"3","Sally Fitzgibbons"
"4","Stephanie Gilmore"
"5","Malia Manuel"
"6","Coco Ho"
"7","Lakey Peterson"
"8","Dimity Stoyle"
"9","Courtney Conlogue"
"10","Nikki Van Dijk"
"11","Bianca Buitendag"
"12","Laura Enever"
"13","Paige Hareb"
"14","Alessa Quizon"
"15","Johanne Defay"
"16","Alana Blanchard"
"17","Pauline Ado"
