"","x"
"1","Tatiana Weston-Webb"
"2","Malia Manuel"
"3","Lakey Peterson"
"4","Tyler Wright"
"5","Sage Erickson"
"6","Courtney Conlogue"
"7","Keely Andrew"
"8","Stephanie Gilmore"
"9","Sally Fitzgibbons"
"10","Laura Enever"
"11","Carissa Moore"
"12","Coco Ho"
"13","Nikki Van Dijk"
"14","Alessa Quizon"
"15","Meah Collins"
"16","Chelsea Tuach"
"17","Johanne Defay"
"18","Bianca Buitendag"
