"","x"
"1","Courtney Conlogue"
"2","Lakey Peterson"
"3","Tatiana Weston-Webb"
"4","Sally Fitzgibbons"
"5","Alessa Quizon"
"6","Malia Manuel"
"7","Nikki Van Dijk"
"8","Johanne Defay"
"9","Carissa Moore"
"10","Bianca Buitendag"
"11","Dimity Stoyle"
"12","Tyler Wright"
"13","Silvana Lima"
"14","Laura Enever"
"15","Teresa Bonvalot"
"16","Pauline Ado"
"17","Sage Erickson"
"18","Coco Ho"
