"","x"
"1","Carissa Moore"
"2","Sally Fitzgibbons"
"3","Alessa Quizon"
"4","Coco Ho"
"5","Tatiana Weston-Webb"
"6","Tyler Wright"
"7","Nikki Van Dijk"
"8","Bianca Buitendag"
"9","Lakey Peterson"
"10","Malia Manuel"
"11","Courtney Conlogue"
"12","Johanne Defay"
"13","Dimity Stoyle"
"14","Sage Erickson"
"15","Dax McGill"
"16","Keely Andrew"
"17","Laura Enever"
"18","Silvana Lima"
