"","x"
"1","Carissa Moore"
"2","Tyler Wright"
"3","Laura Enever"
"4","Sally Fitzgibbons"
"5","Silvana Lima"
"6","Stephanie Gilmore"
"7","Coco Ho"
"8","Chelsea Hedges"
"9","Pauline Ado"
"10","Sofia Mulanovich"
"11","Jacqueline Silva"
"12","Courtney Conlogue"
"13","Rebecca Woods"
"14","Paige Hareb"
"15","Sarah Mason"
"16","Claire Bevilacqua"
"17","Alana Blanchard"
"18","Jessi Miley-Dyer"
