"","x"
"1","Tyler Wright"
"2","Courtney Conlogue"
"3","Johanne Defay"
"4","Carissa Moore"
"5","Malia Manuel"
"6","Sally Fitzgibbons"
"7","Bianca Buitendag"
"8","Stephanie Gilmore"
"9","Pauline Ado"
"10","Dimity Stoyle"
"11","Nikki Van Dijk"
"12","Lakey Peterson"
"13","Laura Enever"
"14","Alessa Quizon"
"15","Lee-Ann Curren"
"16","Alana Blanchard"
"17","Paige Hareb"
"18","Coco Ho"
