"","x"
"1","Carissa Moore"
"2","Bianca Buitendag"
"3","Lakey Peterson"
"4","Dimity Stoyle"
"5","Nikki Van Dijk"
"6","Courtney Conlogue"
"7","Tyler Wright"
"8","Sally Fitzgibbons"
"9","Sage Erickson"
"10","Tatiana Weston-Webb"
"11","Johanne Defay"
"12","Alessa Quizon"
"13","Silvana Lima"
"14","Coco Ho"
"15","Bethany Hamilton"
"16","Caroline Marks"
"17","Malia Manuel"
"18","Laura Enever"
