"","x"
"1","Sally Fitzgibbons"
"2","Tyler Wright"
"3","Carissa Moore"
"4","Lakey Peterson"
"5","Stephanie Gilmore"
"6","Pauline Ado"
"7","Sage Erickson"
"8","Courtney Conlogue"
"9","Alana Blanchard"
"10","Sofia Mulanovich"
"11","Malia Manuel"
"12","Coco Ho"
"13","Silvana Lima"
"14","Rebecca Woods"
"15","Lee-Ann Curren"
"16","Bianca Buitendag"
"17","Laura Enever"
"18","Paige Hareb"
