"","x"
"1","Stephanie Gilmore"
"2","Melanie Bartels"
"3","Coco Ho"
"4","Chelsea Hedges"
"5","Sally Fitzgibbons"
"6","Rebecca Woods"
"7","Silvana Lima"
"8","Sofia Mulanovich"
"9","Amee Donohoe"
"10","Bruna Schmitz"
"11","Paige Hareb"
"12","Tyler Wright"
"13","Lee-Ann Curren"
"14","Rosy Hodge"
"15","Jessi Miley-Dyer"
"16","Carissa Moore"
"17","Nikita Robb"
"18","Claire Bevilacqua"
