"","x"
"1","Sally Fitzgibbons"
"2","Carissa Moore"
"3","Lakey Peterson"
"4","Tyler Wright"
"5","Pauline Ado"
"6","Alessa Quizon"
"7","Nikki Van Dijk"
"8","Coco Ho"
"9","Silvana Lima"
"10","Malia Manuel"
"11","Tatiana Weston-Webb"
"12","Laura Enever"
"13","Dimity Stoyle"
"14","Johanne Defay"
"15","Stephanie Gilmore"
"16","Bianca Buitendag"
"17","Alana Blanchard"
"18","Paige Hareb"
