"","x"
"1","Stephanie Gilmore"
"2","Tyler Wright"
"3","Coco Ho"
"4","Carissa Moore"
"5","Courtney Conlogue"
"6","Sally Fitzgibbons"
"7","Malia Manuel"
"8","Laura Enever"
"9","Lakey Peterson"
"10","Rebecca Woods"
"11","Paige Hareb"
"12","Sofia Mulanovich"
"13","Sarah Mason"
"14","Sage Erickson"
"15","Johanne Defay"
"16","Jacqueline Silva"
"17","Justine Dupont"
"18","Pauline Ado"
