"","x"
"1","Sally Fitzgibbons"
"2","Stephanie Gilmore"
"3","Tyler Wright"
"4","Carissa Moore"
"5","Sarah Mason"
"6","Malia Manuel"
"7","Coco Ho"
"8","Lakey Peterson"
"9","Paige Hareb"
"10","Laura Enever"
"11","Courtney Conlogue"
"12","Sofia Mulanovich"
"13","Rebecca Woods"
"14","Jacqueline Silva"
"15","Nikki Van Dijk"
"16","Justine Dupont"
"17","Sage Erickson"
"18","Pauline Ado"
