"","x"
"1","Johanne Defay"
"2","Sally Fitzgibbons"
"3","Bianca Buitendag"
"4","Courtney Conlogue"
"5","Lakey Peterson"
"6","Carissa Moore"
"7","Malia Manuel"
"8","Nikki Van Dijk"
"9","Alessa Quizon"
"10","Coco Ho"
"11","Tatiana Weston-Webb"
"12","Silvana Lima"
"13","Dimity Stoyle"
"14","Tyler Wright"
"15","Chelsea Tuach"
"16","Keely Andrew"
"17","Sage Erickson"
"18","Laura Enever"
