"","x"
"1","Sally Fitzgibbons"
"2","Carissa Moore"
"3","Tyler Wright"
"4","Coco Ho"
"5","Pauline Ado"
"6","Courtney Conlogue"
"7","Chelsea Hedges"
"8","Paige Hareb"
"9","Silvana Lima"
"10","Rebecca Woods"
"11","Stephanie Gilmore"
"12","Melanie Bartels"
"13","Jessi Miley-Dyer"
"14","Sofia Mulanovich"
"15","Sarah Mason"
"16","Claire Bevilacqua"
"17","Alana Blanchard"
"18","Laura Enever"
