"","x"
"1","Tyler Wright"
"2","Sally Fitzgibbons"
"3","Carissa Moore"
"4","Bianca Buitendag"
"5","Lakey Peterson"
"6","Laura Enever"
"7","Malia Manuel"
"8","Courtney Conlogue"
"9","Paige Hareb"
"10","Alessa Quizon"
"11","Coco Ho"
"12","Pauline Ado"
"13","Rebecca Woods"
"14","Sage Erickson"
"15","Alana Blanchard"
"16","Philippa Anderson"
"17","Alize Arnaud"
"18","Silvana Lima"
