"","x"
"1","Carissa Moore"
"2","Courtney Conlogue"
"3","Tyler Wright"
"4","Pauline Ado"
"5","Laura Enever"
"6","Bianca Buitendag"
"7","Coco Ho"
"8","Sally Fitzgibbons"
"9","Stephanie Gilmore"
"10","Silvana Lima"
"11","Lakey Peterson"
"12","Alana Blanchard"
"13","Paige Hareb"
"14","Rebecca Woods"
"15","Sofia Mulanovich"
"16","Sage Erickson"
"17","Malia Manuel"
