"","x"
"1","Carissa Moore"
"2","Tyler Wright"
"3","Courtney Conlogue"
"4","Lakey Peterson"
"5","Paige Hareb"
"6","Stephanie Gilmore"
"7","Silvana Lima"
"8","Sally Fitzgibbons"
"9","Nikki Van Dijk"
"10","Malia Manuel"
"11","Pauline Ado"
"12","Alana Blanchard"
"13","Laura Enever"
"14","Coco Ho"
"15","Sofia Mulanovich"
"16","Rebecca Woods"
"17","Sage Erickson"
"18","Bianca Buitendag"
