"","x"
"1","Tyler Wright"
"2","Courtney Conlogue"
"3","Tatiana Weston-Webb"
"4","Carissa Moore"
"5","Sally Fitzgibbons"
"6","Laura Enever"
"7","Bianca Buitendag"
"8","Stephanie Gilmore"
"9","Nikki Van Dijk"
"10","Malia Manuel"
"11","Bronte Macaulay"
"12","Sage Erickson"
"13","Keely Andrew"
"14","Chelsea Tuach"
"15","Felicity Palmateer"
"16","Johanne Defay"
"17","Coco Ho"
"18","Alessa Quizon"
