"","x"
"1","Carissa Moore"
"2","Tyler Wright"
"3","Tatiana Weston-Webb"
"4","Courtney Conlogue"
"5","Sage Erickson"
"6","Laura Enever"
"7","Nikki Van Dijk"
"8","Stephanie Gilmore"
"9","Johanne Defay"
"10","Alessa Quizon"
"11","Sally Fitzgibbons"
"12","Coco Ho"
"13","Keely Andrew"
"14","Lakey Peterson"
"15","Chelsea Tuach"
"16","Bronte Macaulay"
"17","Malia Manuel"
"18","Bianca Buitendag"
