"","x"
"1","Tyler Wright"
"2","Johanne Defay"
"3","Nikki Van Dijk"
"4","Sally Fitzgibbons"
"5","Bianca Buitendag"
"6","Stephanie Gilmore"
"7","Sage Erickson"
"8","Keely Andrew"
"9","Coco Ho"
"10","Courtney Conlogue"
"11","Laura Enever"
"12","Lakey Peterson"
"13","Tatiana Weston-Webb"
"14","Bronte Macaulay"
"15","Taina Hinckel"
"16","Carissa Moore"
"17","Pauline Ado"
"18","Silvana Lima"
