"","x"
"1","Courtney Conlogue"
"2","Stephanie Gilmore"
"3","Tyler Wright"
"4","Lakey Peterson"
"5","Carissa Moore"
"6","Coco Ho"
"7","Sally Fitzgibbons"
"8","Johanne Defay"
"9","Nikki Van Dijk"
"10","Sage Erickson"
"11","Tatiana Weston-Webb"
"12","Silvana Lima"
"13","Keely Andrew"
"14","Bronte Macaulay"
"15","Ella Williams"
"16","Isabella Nichols"
"17","Pauline Ado"
"18","Laura Enever"
