"","x"
"1","Courtney Conlogue"
"2","Tyler Wright"
"3","Johanne Defay"
"4","Coco Ho"
"5","Tatiana Weston-Webb"
"6","Sage Erickson"
"7","Malia Manuel"
"8","Carissa Moore"
"9","Laura Enever"
"10","Alessa Quizon"
"11","Sally Fitzgibbons"
"12","Lakey Peterson"
"13","Bianca Buitendag"
"14","Nikki Van Dijk"
"15","Teresa Bonvalot"
"16","Pauline Ado"
"17","Chelsea Tuach"
"18","Keely Andrew"
