"","x"
"1","Carissa Moore"
"2","Sally Fitzgibbons"
"3","Sarah Mason"
"4","Chelsea Hedges"
"5","Melanie Bartels"
"6","Paige Hareb"
"7","Sofia Mulanovich"
"8","Silvana Lima"
"9","Bruna Schmitz"
"10","Coco Ho"
"11","Rebecca Woods"
"12","Stephanie Gilmore"
"13","Lee-Ann Curren"
"14","Rosy Hodge"
"15","Jessi Miley-Dyer"
"16","Amee Donohoe"
"17","Claire Bevilacqua"
"18","Nikita Robb"
