"","x"
"1","Tyler Wright"
"2","Tatiana Weston-Webb"
"3","Sage Erickson"
"4","Carissa Moore"
"5","Johanne Defay"
"6","Coco Ho"
"7","Nikki Van Dijk"
"8","Sally Fitzgibbons"
"9","Courtney Conlogue"
"10","Stephanie Gilmore"
"11","Dimity Stoyle"
"12","Alessa Quizon"
"13","Silvana Lima"
"14","Bianca Buitendag"
"15","Chelsea Tuach"
"16","Pauline Ado"
"17","Lakey Peterson"
"18","Malia Manuel"
