"","x"
"1","Carissa Moore"
"2","Stephanie Gilmore"
"3","Sally Fitzgibbons"
"4","Courtney Conlogue"
"5","Lakey Peterson"
"6","Johanne Defay"
"7","Tyler Wright"
"8","Coco Ho"
"9","Silvana Lima"
"10","Alessa Quizon"
"11","Bianca Buitendag"
"12","Tatiana Weston-Webb"
"13","Laura Enever"
"14","Nikki Van Dijk"
"15","Pauline Ado"
"16","Malia Manuel"
"17","Sage Erickson"
"18","Dimity Stoyle"
