"","x"
"1","Tyler Wright"
"2","Sally Fitzgibbons"
"3","Stephanie Gilmore"
"4","Carissa Moore"
"5","Courtney Conlogue"
"6","Alana Blanchard"
"7","Bianca Buitendag"
"8","Pauline Ado"
"9","Silvana Lima"
"10","Coco Ho"
"11","Lakey Peterson"
"12","Laura Enever"
"13","Paige Hareb"
"14","Rebecca Woods"
"15","Dimity Stoyle"
"16","Sofia Mulanovich"
"17","Malia Manuel"
"18","Sage Erickson"
