"","x"
"1","Lakey Peterson"
"2","Carissa Moore"
"3","Malia Manuel"
"4","Sally Fitzgibbons"
"5","Courtney Conlogue"
"6","Sage Erickson"
"7","Coco Ho"
"8","Paige Hareb"
"9","Tyler Wright"
"10","Stephanie Gilmore"
"11","Laura Enever"
"12","Pauline Ado"
"13","Sarah Mason"
"14","Sofia Mulanovich"
"15","Dax McGill"
"16","Jacqueline Silva"
"17","Justine Dupont"
"18","Rebecca Woods"
