"","x"
"1","Stephanie Gilmore"
"2","Sally Fitzgibbons"
"3","Malia Manuel"
"4","Tyler Wright"
"5","Carissa Moore"
"6","Courtney Conlogue"
"7","Johanne Defay"
"8","Lakey Peterson"
"9","Laura Enever"
"10","Paige Hareb"
"11","Pauline Ado"
"12","Nikki Van Dijk"
"13","Dimity Stoyle"
"14","Alessa Quizon"
"15","Teresa Bonvalot"
"16","Alana Blanchard"
"17","Bianca Buitendag"
"18","Coco Ho"
