"","x"
"1","Stephanie Gilmore"
"2","Laura Enever"
"3","Tyler Wright"
"4","Sally Fitzgibbons"
"5","Carissa Moore"
"6","Silvana Lima"
"7","Malia Manuel"
"8","Courtney Conlogue"
"9","Sarah Mason"
"10","Paige Hareb"
"11","Lakey Peterson"
"12","Sofia Mulanovich"
"13","Jacqueline Silva"
"14","Pauline Ado"
"15","Philippa Anderson"
"16","Coco Ho"
"17","Sage Erickson"
"18","Rebecca Woods"
