"","x"
"1","Stephanie Gilmore"
"2","Sofia Mulanovich"
"3","Sally Fitzgibbons"
"4","Chelsea Hedges"
"5","Coco Ho"
"6","Rebecca Woods"
"7","Silvana Lima"
"8","Melanie Bartels"
"9","Lee-Ann Curren"
"10","Carissa Moore"
"11","Paige Hareb"
"12","Tyler Wright"
"13","Nikita Robb"
"14","Rosy Hodge"
"15","Jessi Miley-Dyer"
"16","Claire Bevilacqua"
"17","Amee Donohoe"
"18","Bruna Schmitz"
