"","x"
"1","Courtney Conlogue"
"2","Carissa Moore"
"3","Sally Fitzgibbons"
"4","Malia Manuel"
"5","Lakey Peterson"
"6","Tatiana Weston-Webb"
"7","Bianca Buitendag"
"8","Tyler Wright"
"9","Johanne Defay"
"10","Coco Ho"
"11","Silvana Lima"
"12","Stephanie Gilmore"
"13","Nikki Van Dijk"
"14","Alessa Quizon"
"15","Claire Bevilacqua"
"16","Sage Erickson"
"17","Laura Enever"
"18","Dimity Stoyle"
