"","col"
"Carissa Moore",1
"Tyler Wright",2
"Sally Fitzgibbons",5
"Courtney Conlogue",3
"Stephanie Gilmore",5
"Coco Ho",13
"Lakey Peterson",3
"Bianca Buitendag",13
"Pauline Ado",9
"Laura Enever",13
"Alana Blanchard",9
"Paige Hareb",5
"Malia Manuel",9
"Sage Erickson",13
"Silvana Lima",5
"Rebecca Woods",13
"Sofia Mulanovich",13
