"","col"
"Stephanie Gilmore",1
"Sally Fitzgibbons",2
"Carissa Moore",5
"Silvana Lima",3
"Sofia Mulanovich",3
"Chelsea Hedges",9
"Coco Ho",5
"Melanie Bartels",5
"Paige Hareb",9
"Rebecca Woods",9
"Claire Bevilacqua",9
"Lee-Ann Curren",9
"Rosy Hodge",9
"Jessi Miley-Dyer",5
"Bruna Schmitz",1
"Nikita Robb",1
"Amee Donohoe",9
