"","col"
"Stephanie Gilmore",1
"Sally Fitzgibbons",5
"Carissa Moore",9
"Silvana Lima",5
"Sofia Mulanovich",5
"Chelsea Hedges",3
"Coco Ho",3
"Melanie Bartels",2
"Paige Hareb",9
"Rebecca Woods",5
"Claire Bevilacqua",1
"Lee-Ann Curren",9
"Rosy Hodge",9
"Jessi Miley-Dyer",9
"Bruna Schmitz",9
"Nikita Robb",1
"Amee Donohoe",9
