"","col"
"Stephanie Gilmore",9
"Sally Fitzgibbons",2
"Carissa Moore",1
"Silvana Lima",5
"Sofia Mulanovich",5
"Chelsea Hedges",3
"Coco Ho",9
"Melanie Bartels",5
"Paige Hareb",5
"Rebecca Woods",9
"Claire Bevilacqua",1
"Lee-Ann Curren",9
"Rosy Hodge",9
"Jessi Miley-Dyer",9
"Bruna Schmitz",9
"Nikita Robb",1
"Amee Donohoe",9
