"","col"
"Carissa Moore",1
"Sally Fitzgibbons",3
"Stephanie Gilmore",3
"Tyler Wright",5
"Silvana Lima",5
"Coco Ho",9
"Sofia Mulanovich",2
"Courtney Conlogue",9
"Pauline Ado",1
"Laura Enever",1
"Chelsea Hedges",9
"Paige Hareb",9
"Melanie Bartels",5
"Rebecca Woods",1
"Jessi Miley-Dyer",1
"Jacqueline Silva",1
"Alana Blanchard",1
"Claire Bevilacqua",1
